Location_ID,Time_ID,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
1422,18549,2016-11-24 10:55:00,50.0,0.0,62.0,30.33,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10252,18550,2016-11-24 10:55:00,53.6,0.0,44.0,30.3,10.0,SE,8.1,0.0,Day,Day,Day,Day
6599,18551,2016-11-24 10:53:00,52.0,0.0,74.0,30.32,10.0,NW,6.9,0.0,Day,Day,Day,Day
6419,18552,2016-11-24 10:55:00,46.0,43.9,96.0,30.32,10.0,West,4.6,0.0,Day,Day,Day,Day
10253,18553,2016-11-24 11:20:00,50.0,0.0,0.0,30.29,10.0,SE,6.9,0.0,Day,Day,Day,Day
10254,18554,2016-11-24 11:53:00,52.0,0.0,69.0,30.26,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10255,18555,2016-11-24 11:47:00,53.6,0.0,67.0,30.28,10.0,Variable,5.8,0.0,Day,Day,Day,Day
732,18556,2016-11-24 11:53:00,55.9,0.0,57.0,30.25,10.0,ENE,9.2,0.0,Day,Day,Day,Day
10256,18557,2016-11-24 11:53:00,60.1,0.0,53.0,30.24,10.0,Variable,4.6,0.0,Day,Day,Day,Day
10135,18558,2016-11-24 11:53:00,55.9,0.0,60.0,30.28,10.0,Calm,0.0,0.0,Day,Day,Day,Day
831,18559,2016-11-24 11:53:00,54.0,0.0,72.0,30.25,10.0,SSW,8.1,0.0,Day,Day,Day,Day
4764,18560,2016-11-24 12:15:00,57.2,0.0,63.0,30.24,7.0,SSW,3.5,0.0,Day,Day,Day,Day
10257,18561,2016-11-24 12:35:00,55.4,0.0,51.0,30.25,9.0,Calm,0.0,0.0,Day,Day,Day,Day
10258,18562,2016-11-24 12:35:00,55.4,0.0,67.0,30.28,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10259,18563,2016-11-24 12:53:00,57.9,0.0,51.0,30.18,10.0,ENE,8.1,0.0,Day,Day,Day,Day
6951,18564,2016-11-24 11:53:00,60.1,0.0,53.0,30.24,10.0,Variable,4.6,0.0,Day,Day,Day,Day
1479,18565,2016-11-24 12:56:00,57.0,0.0,57.0,30.23,10.0,NE,4.6,0.0,Day,Day,Day,Day
10260,18566,2016-11-24 12:53:00,57.9,0.0,51.0,30.18,10.0,ENE,8.1,0.0,Day,Day,Day,Day
4504,18567,2016-11-24 12:54:00,59.0,0.0,53.0,30.21,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10261,18568,2016-11-24 13:15:00,55.4,0.0,54.0,30.23,10.0,WNW,6.9,0.0,Day,Day,Day,Day
3979,18569,2016-11-24 12:55:00,55.9,0.0,62.0,30.22,10.0,Calm,0.0,0.0,Day,Day,Day,Day
806,18570,2016-11-24 13:55:00,57.9,0.0,60.0,30.19,10.0,ESE,5.8,0.0,Day,Day,Day,Day
910,18571,2016-11-24 13:53:00,57.9,0.0,56.0,30.17,10.0,Variable,6.9,0.0,Day,Day,Day,Day
3015,18572,2016-11-24 14:54:00,60.1,0.0,53.0,30.16,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10262,18573,2016-11-24 14:53:00,61.0,0.0,39.0,30.17,10.0,NW,9.2,0.0,Day,Day,Day,Day
1549,18574,2016-11-24 14:53:00,60.1,0.0,57.0,30.17,10.0,North,5.8,0.0,Day,Day,Day,Day
630,18575,2016-11-24 14:55:00,60.8,0.0,55.0,30.17,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10263,18576,2016-11-24 14:50:00,62.6,0.0,45.0,30.16,10.0,NNE,6.9,0.0,Day,Day,Day,Day
5914,18577,2016-11-24 14:58:00,56.5,0.0,59.0,30.19,10.0,NNE,2.3,0.0,Day,Day,Day,Day
10264,18578,2016-11-24 15:15:00,55.4,0.0,67.0,30.2,10.0,Calm,0.0,0.0,Day,Day,Day,Day
987,18579,2016-11-24 15:53:00,57.9,0.0,65.0,30.17,10.0,WNW,11.5,0.0,Day,Day,Day,Day
8027,18580,2016-11-24 15:53:00,57.9,0.0,51.0,30.14,10.0,NE,5.8,0.0,Day,Day,Day,Day
3798,18581,2016-11-24 14:54:00,55.9,0.0,72.0,30.2,10.0,West,8.1,0.0,Day,Day,Day,Day
10265,18582,2016-11-24 14:53:00,59.0,0.0,49.0,30.17,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10266,18583,2016-11-24 15:53:00,55.9,0.0,60.0,30.16,10.0,ENE,9.2,0.0,Day,Day,Day,Day
10267,18584,2016-11-24 15:56:00,51.1,0.0,68.0,30.17,10.0,West,5.8,0.0,Day,Day,Day,Day
10268,18585,2016-11-24 15:47:00,57.2,0.0,63.0,30.19,10.0,NNW,4.6,0.0,Day,Day,Day,Day
1589,18586,2016-11-24 15:54:00,57.9,0.0,58.0,30.19,10.0,West,9.2,0.0,Day,Day,Day,Day
10269,18587,2016-11-24 15:53:00,57.9,0.0,56.0,30.19,10.0,NE,4.6,0.0,Day,Day,Day,Day
6813,18588,2016-11-24 15:35:00,53.6,0.0,54.0,30.21,10.0,NNW,5.8,0.0,Day,Day,Day,Day
10270,18589,2016-11-24 15:55:00,57.9,0.0,60.0,30.18,10.0,WNW,3.5,0.0,Day,Day,Day,Day
4862,18590,2016-11-24 15:55:00,55.4,0.0,67.0,30.2,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10271,18591,2016-11-24 15:55:00,57.2,0.0,59.0,30.19,10.0,NW,3.5,0.0,Day,Day,Day,Day
10272,18592,2016-11-24 15:53:00,57.9,0.0,60.0,30.15,10.0,WSW,4.6,0.0,Day,Day,Day,Day
2871,18593,2016-11-24 15:54:00,57.9,0.0,58.0,30.19,10.0,West,9.2,0.0,Day,Day,Day,Day
10273,18594,2016-11-24 15:53:00,57.9,0.0,56.0,30.19,10.0,NE,4.6,0.0,Day,Day,Day,Day
6473,18595,2016-11-24 16:15:00,51.8,0.0,67.0,30.2,10.0,NNW,3.5,0.0,Day,Day,Day,Day
10274,18596,2016-11-24 15:45:00,55.4,0.0,58.0,30.19,10.0,NNW,4.6,0.0,Day,Day,Day,Day
10275,18597,2016-11-24 15:56:00,57.9,0.0,60.0,30.17,10.0,North,4.6,0.0,Day,Day,Day,Day
10276,18598,2016-11-24 16:48:00,55.4,0.0,67.0,30.19,10.0,WNW,3.5,0.0,Day,Day,Day,Day
9217,18599,2016-11-24 16:54:00,54.0,0.0,66.0,30.19,10.0,WNW,5.8,0.0,Day,Day,Day,Day
1778,18600,2016-11-24 16:53:00,51.1,0.0,68.0,30.18,10.0,NNE,4.6,0.0,Day,Day,Day,Day
1307,18601,2016-11-24 16:56:00,55.0,0.0,67.0,30.17,10.0,West,9.2,0.0,Day,Day,Day,Day
10277,18602,2016-11-24 16:58:00,51.8,0.0,76.0,30.18,10.0,ESE,2.3,0.0,Day,Day,Day,Day
1154,18603,2016-11-24 16:54:00,54.0,0.0,66.0,30.19,10.0,WNW,5.8,0.0,Day,Day,Day,Day
4380,18604,2016-11-24 16:53:00,48.0,0.0,77.0,30.19,10.0,Calm,0.0,0.0,Night,Day,Day,Day
4505,18605,2016-11-24 16:53:00,55.0,0.0,69.0,30.15,10.0,West,3.5,0.0,Day,Day,Day,Day
2245,18606,2016-11-24 16:53:00,51.1,0.0,68.0,30.18,10.0,NNE,4.6,0.0,Night,Day,Day,Day
10278,18607,2016-11-24 17:15:00,48.2,0.0,82.0,30.2,10.0,North,3.5,0.0,Night,Night,Day,Day
1819,18608,2016-11-24 17:53:00,51.1,0.0,71.0,30.13,10.0,NNW,3.5,0.0,Night,Night,Day,Day
1023,18609,2016-11-24 17:15:00,50.0,0.0,71.0,30.19,10.0,NE,3.5,0.0,Night,Night,Day,Day
1115,18610,2016-11-24 15:47:00,60.8,0.0,45.0,30.18,10.0,Variable,5.8,0.0,Night,Night,Day,Day
10279,18611,2016-11-24 17:53:00,54.0,0.0,69.0,30.16,10.0,NNW,6.9,0.0,Night,Night,Day,Day
10280,18612,2016-11-24 17:47:00,50.0,0.0,87.0,30.16,10.0,West,5.8,0.0,Night,Night,Day,Day
2686,18613,2016-11-24 17:53:00,46.9,0.0,80.0,30.17,10.0,Calm,0.0,0.0,Night,Night,Night,Day
10281,18614,2016-11-24 15:47:00,60.8,0.0,45.0,30.18,10.0,Variable,5.8,0.0,Night,Night,Night,Day
10282,18615,2016-11-24 17:53:00,51.1,0.0,71.0,30.13,10.0,NNW,3.5,0.0,Night,Night,Night,Day
10283,18616,2016-11-24 17:53:00,48.0,0.0,80.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Day
10284,18617,2016-11-24 18:15:00,46.4,0.0,81.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Day
2322,18618,2016-11-24 17:47:00,50.0,0.0,87.0,30.16,10.0,West,5.8,0.0,Night,Night,Night,Day
5934,18619,2016-11-24 17:47:00,50.0,0.0,87.0,30.16,10.0,West,5.8,0.0,Night,Night,Night,Night
5545,18620,2016-11-24 18:56:00,51.1,0.0,74.0,30.19,10.0,WSW,3.5,0.0,Night,Night,Night,Night
702,18621,2016-11-24 18:53:00,53.1,0.0,71.0,30.18,10.0,NNW,4.6,0.0,Night,Night,Night,Night
10285,18622,2016-11-24 18:58:00,41.9,38.2,96.0,30.19,10.0,NW,5.8,0.0,Night,Night,Night,Night
10286,18623,2016-11-24 18:53:00,48.0,0.0,74.0,30.17,10.0,Calm,0.0,0.0,Night,Night,Night,Night
2362,18624,2016-11-24 19:53:00,44.1,0.0,96.0,30.14,10.0,Calm,0.0,0.0,Night,Night,Night,Night
2040,18625,2016-11-24 18:53:00,48.0,0.0,89.0,30.16,9.0,NW,3.5,0.0,Night,Night,Night,Night
10287,18626,2016-11-24 19:56:00,51.1,0.0,74.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10288,18627,2016-11-24 19:35:00,46.4,44.3,87.0,30.19,10.0,WNW,4.6,0.0,Night,Night,Night,Night
4424,18628,2016-11-24 19:53:00,44.1,42.5,89.0,30.17,10.0,WNW,3.5,0.0,Night,Night,Night,Night
3402,18629,2016-11-24 19:20:00,41.0,0.0,0.0,30.17,10.0,Calm,0.0,0.0,Night,Night,Night,Night
7628,18630,2016-11-24 19:53:00,50.0,0.0,74.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
2033,18631,2016-11-24 19:53:00,50.0,0.0,77.0,30.17,10.0,ENE,3.5,0.0,Night,Night,Night,Night
4719,18632,2016-11-24 20:15:00,44.6,0.0,81.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Night
8569,18633,2016-11-24 20:56:00,51.1,0.0,77.0,30.18,10.0,SW,3.5,0.0,Night,Night,Night,Night
10289,18634,2016-11-24 20:35:00,41.0,39.0,93.0,30.19,10.0,NW,3.5,0.0,Night,Night,Night,Night
10290,18635,2016-11-24 20:35:00,37.4,0.0,100.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Night
7419,18636,2016-11-24 20:53:00,44.1,0.0,79.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
6984,18637,2016-11-24 20:53:00,48.0,0.0,80.0,30.17,6.0,Calm,0.0,0.0,Night,Night,Night,Night
1634,18638,2016-11-24 20:53:00,48.9,0.0,77.0,30.18,10.0,South,4.6,0.0,Night,Night,Night,Night
2530,18639,2016-11-24 20:53:00,48.9,0.0,77.0,30.18,10.0,South,4.6,0.0,Night,Night,Night,Night
10291,18640,2016-11-24 20:53:00,48.0,0.0,80.0,30.17,6.0,Calm,0.0,0.0,Night,Night,Night,Night
10291,18641,2016-11-24 20:53:00,48.0,0.0,80.0,30.17,6.0,Calm,0.0,0.0,Night,Night,Night,Night
10292,18642,2016-11-24 21:20:00,41.0,0.0,0.0,30.17,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10293,18643,2016-11-24 21:15:00,42.8,0.0,100.0,30.18,8.0,Calm,0.0,0.0,Night,Night,Night,Night
7601,18644,2016-11-24 21:53:00,44.1,0.0,82.0,30.15,9.0,Calm,0.0,0.0,Night,Night,Night,Night
3090,18645,2016-11-24 21:35:00,41.0,0.0,93.0,30.2,9.0,Calm,0.0,0.0,Night,Night,Night,Night
10294,18646,2016-11-24 21:56:00,44.1,0.0,89.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10295,18647,2016-11-24 21:56:00,50.0,0.0,74.0,30.19,10.0,SW,3.5,0.0,Night,Night,Night,Night
3965,18648,2016-11-24 21:53:00,45.0,0.0,86.0,30.18,4.0,Calm,0.0,0.0,Night,Night,Night,Night
10294,18649,2016-11-24 21:56:00,44.1,0.0,89.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4121,18650,2016-11-24 21:55:00,41.0,0.0,93.0,30.2,9.0,Calm,0.0,0.0,Night,Night,Night,Night
4847,18651,2016-11-24 21:55:00,44.6,43.1,71.0,30.18,10.0,SSE,3.5,0.0,Night,Night,Night,Night
3965,18652,2016-11-24 21:53:00,45.0,0.0,86.0,30.18,4.0,Calm,0.0,0.0,Night,Night,Night,Night
10073,18653,2016-11-24 21:53:00,48.0,0.0,80.0,30.21,8.0,NW,3.5,0.0,Night,Night,Night,Night
6601,18654,2016-11-24 21:45:00,39.2,0.0,100.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10296,18655,2016-11-24 22:15:00,41.0,0.0,93.0,30.2,8.0,Calm,0.0,0.0,Night,Night,Night,Night
4429,18656,2016-11-24 21:45:00,39.2,0.0,100.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10297,18657,2016-11-24 22:54:00,46.0,41.9,76.0,30.22,10.0,East,8.1,0.0,Night,Night,Night,Night
10298,18658,2016-11-24 21:53:00,42.1,39.2,82.0,30.18,10.0,East,4.6,0.0,Night,Night,Night,Night
1212,18659,2016-11-24 22:54:00,46.0,41.9,76.0,30.22,10.0,East,8.1,0.0,Night,Night,Night,Night
1267,18660,2016-11-24 22:53:00,46.0,43.9,83.0,30.19,10.0,SE,4.6,0.0,Night,Night,Night,Night
7435,18661,2016-11-24 22:35:00,44.1,0.0,85.0,30.18,2.0,Calm,0.0,0.0,Night,Night,Night,Night
7435,18662,2016-11-24 22:48:00,44.6,0.0,81.0,30.19,4.0,Calm,0.0,0.0,Night,Night,Night,Night
10299,18663,2016-11-24 22:56:00,48.9,0.0,74.0,30.19,10.0,WNW,3.5,0.0,Night,Night,Night,Night
10300,18664,2016-11-24 22:55:00,41.0,0.0,93.0,30.19,10.0,Calm,0.0,0.0,Night,Night,Night,Night
1778,18665,2016-11-24 22:53:00,41.0,0.0,96.0,30.19,7.0,Calm,0.0,0.0,Night,Night,Night,Night
707,18666,2016-11-24 23:15:00,44.6,42.2,81.0,30.2,10.0,ESE,4.6,0.0,Night,Night,Night,Night
10301,18667,2016-11-24 23:54:00,46.0,43.1,76.0,30.21,10.0,East,5.8,0.0,Night,Night,Night,Night
3972,18668,2016-11-24 23:56:00,44.1,42.5,85.0,30.2,10.0,SSE,3.5,0.0,Night,Night,Night,Night
10302,18669,2016-11-24 23:53:00,39.9,36.7,89.0,30.17,10.0,East,4.6,0.0,Night,Night,Night,Night
10303,18670,2016-11-24 23:30:00,39.2,0.0,93.0,30.21,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4580,18671,2016-11-24 23:53:00,45.0,0.0,90.0,30.18,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4941,18672,2016-11-24 23:53:00,39.9,36.7,89.0,30.17,10.0,East,4.6,0.0,Night,Night,Night,Night
10304,18673,2016-11-25 00:54:00,44.1,39.0,82.0,30.14,10.0,North,9.2,0.0,Night,Night,Night,Night
10305,18674,2016-11-25 00:54:00,44.1,39.0,82.0,30.14,10.0,North,9.2,0.0,Night,Night,Night,Night
1121,18675,2016-11-25 06:47:00,39.2,0.0,100.0,30.14,10.0,Calm,0.0,0.0,Night,Night,Night,Night
6614,18676,2016-11-25 00:53:00,41.0,0.0,100.0,30.18,4.0,Calm,0.0,0.0,Night,Night,Night,Night
3604,18677,2016-11-25 00:54:00,44.1,39.0,82.0,30.14,10.0,North,9.2,0.0,Night,Night,Night,Night
6854,18678,2016-11-25 00:53:00,43.0,41.3,82.0,30.13,10.0,SSE,3.5,0.0,Night,Night,Night,Night
10306,18679,2016-11-25 00:53:00,43.0,41.3,82.0,30.13,10.0,SSE,3.5,0.0,Night,Night,Night,Night
1168,18680,2016-11-25 00:53:00,44.1,41.5,89.0,30.17,10.0,East,4.6,0.0,Night,Night,Night,Night
2784,18681,2016-11-25 00:54:00,45.0,42.6,76.0,30.19,10.0,ENE,4.6,0.0,Night,Night,Night,Night
656,18682,2016-11-25 09:50:00,50.0,0.0,82.0,30.12,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10307,18683,2016-11-25 02:53:00,43.0,0.0,86.0,30.15,10.0,Calm,0.0,0.0,Night,Night,Night,Night
853,18684,2016-11-25 03:53:00,42.1,0.0,89.0,30.14,10.0,Calm,0.0,0.0,Night,Night,Night,Night
1552,18685,2016-11-25 06:47:00,39.2,0.0,100.0,30.14,10.0,Calm,0.0,0.0,Night,Night,Night,Night
2353,18686,2016-11-25 03:53:00,37.9,33.5,89.0,30.17,10.0,ESE,5.8,0.0,Night,Night,Night,Night
620,18687,2016-11-25 03:53:00,35.1,32.2,92.0,30.14,10.0,East,3.5,0.0,Night,Night,Night,Night
1645,18688,2016-11-25 09:50:00,50.0,0.0,82.0,30.12,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10308,18689,2016-11-25 04:53:00,39.9,37.8,97.0,30.1,10.0,SSE,3.5,0.0,Night,Night,Night,Night
6125,18690,2016-11-25 04:55:00,37.4,0.0,93.0,30.15,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10309,18691,2016-11-25 07:53:00,42.1,40.2,96.0,30.09,10.0,WNW,3.5,0.0,Day,Day,Day,Day
10310,18692,2016-11-25 07:53:00,37.9,0.0,86.0,30.14,10.0,Calm,0.0,0.0,Day,Day,Day,Day
1329,18693,2016-11-25 08:14:00,42.1,0.0,96.0,30.15,3.0,Calm,0.0,0.0,Day,Day,Day,Day
1425,18694,2016-11-25 07:50:00,41.0,38.0,93.0,30.15,10.0,ESE,4.6,0.0,Day,Day,Day,Day
10311,18695,2016-11-25 09:55:00,50.0,0.0,82.0,30.15,5.0,ESE,6.9,0.0,Day,Day,Day,Day
4787,18696,2016-11-25 09:56:00,52.0,0.0,69.0,30.12,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10312,18697,2016-11-25 10:35:00,50.0,0.0,82.0,30.14,4.0,SE,6.9,0.0,Day,Day,Day,Day
1539,18698,2016-11-25 10:53:00,54.0,0.0,64.0,30.09,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10313,18699,2016-11-25 11:15:00,51.8,0.0,76.0,30.12,6.0,ESE,6.9,0.0,Day,Day,Day,Day
10314,18700,2016-11-25 10:45:00,51.8,0.0,76.0,30.12,10.0,SE,3.5,0.0,Day,Day,Day,Day
10315,18701,2016-11-25 11:53:00,51.1,0.0,80.0,30.1,10.0,North,3.5,0.0,Day,Day,Day,Day
9430,18702,2016-11-25 11:53:00,57.9,0.0,62.0,30.08,10.0,NE,4.6,0.0,Day,Day,Day,Day
10316,18703,2016-11-25 11:53:00,52.0,0.0,74.0,30.05,10.0,North,6.9,0.0,Day,Day,Day,Day
6827,18704,2016-11-25 11:53:00,57.9,0.0,62.0,30.08,10.0,NE,4.6,0.0,Day,Day,Day,Day
10317,18705,2016-11-25 11:53:00,57.9,0.0,62.0,30.08,10.0,NE,4.6,0.0,Day,Day,Day,Day
3824,18706,2016-11-25 12:53:00,53.1,0.0,77.0,30.01,10.0,Calm,0.0,0.0,Day,Day,Day,Day
4125,18707,2016-11-25 12:53:00,52.0,0.0,74.0,30.02,10.0,NNW,3.5,0.0,Day,Day,Day,Day
10313,18708,2016-11-25 12:35:00,53.6,0.0,72.0,30.09,10.0,West,4.6,0.0,Day,Day,Day,Day
10318,18709,2016-11-25 12:53:00,52.0,0.0,80.0,30.07,9.0,WNW,3.5,0.0,Day,Day,Day,Day
10037,18710,2016-11-25 12:53:00,52.0,0.0,74.0,30.02,10.0,NNW,3.5,0.0,Day,Day,Day,Day
2121,18711,2016-11-25 12:54:00,59.0,0.0,46.0,30.08,10.0,Calm,0.0,0.0,Day,Day,Day,Day
3089,18712,2016-11-25 12:54:00,59.0,0.0,46.0,30.08,10.0,Calm,0.0,0.0,Day,Day,Day,Day
9694,18713,2016-11-25 13:53:00,57.0,0.0,62.0,30.03,10.0,Variable,3.5,0.0,Day,Day,Day,Day
3536,18714,2016-11-25 13:53:00,60.8,0.0,42.0,30.02,10.0,Calm,0.0,0.0,Day,Day,Day,Day
2493,18715,2016-11-25 13:56:00,55.0,0.0,69.0,30.03,10.0,ENE,4.6,0.0,Day,Day,Day,Day
10319,18716,2016-11-25 13:55:00,50.0,0.0,87.0,30.06,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10320,18717,2016-11-25 13:53:00,57.0,0.0,62.0,30.03,10.0,Variable,3.5,0.0,Day,Day,Day,Day
5490,18718,2016-11-25 14:53:00,62.1,0.0,39.0,29.99,10.0,Calm,0.0,0.0,Day,Day,Day,Day
3386,18719,2016-11-25 14:47:00,59.0,0.0,59.0,30.0,10.0,Calm,0.0,0.0,Day,Day,Day,Day
3543,18720,2016-11-25 14:53:00,57.0,0.0,49.0,29.99,10.0,East,3.5,0.0,Day,Day,Day,Day
10321,18721,2016-11-25 15:00:00,50.0,0.0,0.0,30.03,10.0,Calm,0.0,0.0,Day,Day,Day,Day
10322,18722,2016-11-25 15:35:00,53.6,0.0,82.0,30.0,10.0,South,4.6,0.0,Day,Day,Day,Day
10323,18723,2016-11-25 15:56:00,57.0,0.0,67.0,29.98,10.0,East,4.6,0.0,Day,Day,Day,Day
9790,18724,2016-11-25 15:53:00,55.0,0.0,67.0,29.99,10.0,NE,9.2,0.0,Day,Day,Day,Day
9940,18725,2016-11-25 15:53:00,55.0,0.0,67.0,29.99,10.0,NE,9.2,0.0,Day,Day,Day,Day
2476,18726,2016-11-25 15:56:00,57.0,0.0,67.0,29.98,10.0,East,4.6,0.0,Day,Day,Day,Day
10324,18727,2016-11-25 15:54:00,55.0,0.0,69.0,29.96,10.0,East,10.4,0.0,Day,Day,Day,Day
4330,18728,2016-11-25 15:45:00,53.6,0.0,77.0,30.02,10.0,North,4.6,0.0,Day,Day,Day,Day
10325,18729,2016-11-25 16:15:00,53.6,0.0,82.0,29.99,10.0,WSW,4.6,0.0,Day,Day,Day,Day
3289,18730,2016-11-25 15:54:00,57.0,0.0,57.0,30.01,10.0,Calm,0.0,0.0,Day,Day,Day,Day
9528,18731,2016-11-25 15:53:00,61.0,0.0,48.0,29.98,10.0,SE,4.6,0.0,Day,Day,Day,Day
1304,18732,2016-11-25 16:20:00,50.0,0.0,0.0,30.01,10.0,SE,5.8,0.0,Day,Day,Day,Day
10326,18733,2016-11-25 16:20:00,50.0,0.0,0.0,30.01,10.0,SE,5.8,0.0,Day,Day,Day,Day
4908,18734,2016-11-25 16:53:00,57.9,0.0,56.0,29.97,10.0,South,9.2,0.0,Day,Day,Day,Day
2022,18735,2016-11-25 16:53:00,52.0,0.0,74.0,29.97,10.0,NE,6.9,0.0,Night,Day,Day,Day
649,18736,2016-11-25 16:53:00,52.0,0.0,74.0,29.97,10.0,NE,6.9,0.0,Day,Day,Day,Day
10327,18737,2016-11-25 16:53:00,53.1,0.0,71.0,29.95,10.0,Calm,0.0,0.0,Night,Day,Day,Day
2685,18738,2016-11-25 16:54:00,54.0,0.0,72.0,29.96,10.0,East,11.5,0.0,Night,Day,Day,Day
4504,18739,2016-11-25 16:54:00,54.0,0.0,72.0,29.96,10.0,East,11.5,0.0,Night,Day,Day,Day
4612,18740,2016-11-25 16:53:00,57.0,0.0,64.0,30.01,10.0,NNW,6.9,0.0,Night,Day,Day,Day
10328,18741,2016-11-25 16:55:00,55.0,0.0,72.0,29.98,10.0,SE,3.5,0.0,Night,Day,Day,Day
10329,18742,2016-11-25 17:15:00,44.6,0.0,100.0,29.98,10.0,Calm,0.0,0.0,Night,Day,Day,Day
10330,18743,2016-11-25 16:56:00,55.9,0.0,62.0,29.99,10.0,SW,3.5,0.0,Night,Night,Day,Day
10331,18744,2016-11-25 17:15:00,0.0,0.0,0.0,30.0,10.0,Calm,0.0,0.0,Night,Night,Day,Day
3480,18745,2016-11-25 17:35:00,48.2,0.0,93.0,30.01,10.0,Calm,0.0,0.0,Night,Night,Day,Day
857,18746,2016-11-25 17:53:00,51.1,0.0,74.0,29.98,10.0,East,3.5,0.0,Night,Night,Day,Day
5863,18747,2016-11-25 17:53:00,51.1,0.0,74.0,29.98,10.0,East,3.5,0.0,Night,Night,Day,Day
9503,18748,2016-11-25 17:53:00,55.0,0.0,64.0,30.02,10.0,NW,3.5,0.0,Night,Night,Day,Day
10332,18749,2016-11-25 17:55:00,48.2,0.0,87.0,30.0,5.0,Calm,0.0,0.0,Night,Night,Night,Day
3175,18750,2016-11-25 18:15:00,48.2,0.0,87.0,30.0,6.0,Calm,0.0,0.0,Night,Night,Night,Day
10333,18751,2016-11-25 18:54:00,52.0,0.0,77.0,29.95,10.0,East,6.9,0.0,Night,Night,Night,Night
10334,18752,2016-11-25 18:35:00,48.2,0.0,93.0,30.0,6.0,Calm,0.0,0.0,Night,Night,Night,Night
9123,18753,2016-11-25 18:40:00,50.0,0.0,0.0,29.98,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4618,18754,2016-11-25 18:53:00,48.0,0.0,80.0,29.98,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10335,18755,2016-11-25 18:53:00,48.0,0.0,80.0,29.98,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4811,18756,2016-11-25 18:35:00,48.2,0.0,93.0,30.0,6.0,Calm,0.0,0.0,Night,Night,Night,Night
1702,18757,2016-11-25 18:55:00,48.2,0.0,87.0,29.99,6.0,West,3.5,0.0,Night,Night,Night,Night
7578,18758,2016-11-25 18:45:00,48.2,0.0,100.0,29.99,7.0,Calm,0.0,0.0,Night,Night,Night,Night
10336,18759,2016-11-25 19:10:00,48.2,0.0,76.0,30.01,10.0,ENE,4.6,0.0,Night,Night,Night,Night
10337,18760,2016-11-25 19:10:00,48.2,0.0,76.0,30.01,10.0,ENE,4.6,0.0,Night,Night,Night,Night
6352,18761,2016-11-25 18:55:00,48.2,0.0,87.0,29.99,6.0,West,3.5,0.0,Night,Night,Night,Night
10338,18762,2016-11-25 19:50:00,48.2,0.0,100.0,29.99,7.0,Calm,0.0,0.0,Night,Night,Night,Night
10339,18763,2016-11-25 19:53:00,50.0,0.0,80.0,29.91,10.0,Calm,0.0,0.0,Night,Night,Night,Night
10340,18764,2016-11-25 19:53:00,48.0,0.0,83.0,29.93,6.0,ESE,3.5,0.0,Night,Night,Night,Night
10341,18765,2016-11-25 19:55:00,0.0,0.0,0.0,29.99,5.0,Calm,0.0,0.0,Night,Night,Night,Night
5612,18766,2016-11-25 19:55:00,46.4,45.2,93.0,30.01,5.0,NW,3.5,0.0,Night,Night,Night,Night
2973,18767,2016-11-25 19:53:00,53.1,0.0,77.0,29.96,10.0,East,6.9,0.0,Night,Night,Night,Night
10342,18768,2016-11-25 19:54:00,51.1,0.0,80.0,30.02,10.0,East,5.8,0.0,Night,Night,Night,Night
10343,18769,2016-11-25 20:53:00,54.0,0.0,72.0,29.95,10.0,ESE,10.4,0.0,Night,Night,Night,Night
2728,18770,2016-11-25 20:15:00,44.6,0.0,93.0,29.99,10.0,Calm,0.0,0.0,Night,Night,Night,Night
